PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON,PLAYER(season),TEAM(season),OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,Off_kmean,Def_kmean,Ovr_kmean
Devin Booker,PHX,19,76,20,56,48.1,23.9,8.4,19.8,42.3,2.3,6.6,34.3,4.9,5.8,84.0,0.6,3.7,4.3,4.6,3.7,1.0,0.5,5.1,36.6,3,0,-8.5,15-16,Devin Booker(15-16),PHX(15-16),100.3,108.7,-8.4,16.2,1.25,15.0,1.2,7.5,4.3,12.0,48.0,53.5,22.8,99.76,7.4,2,0,0
J.J. Barea,DAL,32,74,38,36,49.2,23.9,9.4,21.0,44.6,3.0,7.7,38.5,2.2,2.8,77.1,0.8,3.7,4.5,8.9,3.3,0.8,0.1,3.2,41.8,2,0,-2.1,15-16,J.J. Barea(15-16),DAL(15-16),105.0,107.0,-2.0,30.1,2.67,25.9,1.5,7.5,4.5,9.7,51.6,53.6,22.9,97.6,10.5,3,0,0
Rodney Hood,UTA,23,79,39,40,52.7,23.8,8.5,20.2,42.0,3.3,9.3,35.9,3.6,4.1,86.0,0.8,4.7,5.5,4.4,2.6,1.5,0.3,4.2,40.0,0,0,2.7,15-16,Rodney Hood(15-16),UTA(15-16),106.1,103.0,3.1,14.2,1.7,15.3,1.6,9.5,5.6,9.0,50.3,54.2,21.5,91.26,9.2,1,2,2
Victor Oladipo,ORL,24,72,32,40,49.1,23.8,8.8,20.0,43.8,2.0,5.8,34.8,4.2,5.1,83.0,1.0,6.1,7.1,5.8,3.2,2.4,1.1,3.6,48.4,3,1,-0.5,15-16,Victor Oladipo(15-16),ORL(15-16),105.0,105.4,-0.4,18.2,1.84,18.7,2.0,12.1,7.1,10.1,48.9,53.4,22.4,97.87,11.1,2,0,0
Manu Ginobili,SAS,38,58,47,11,48.6,23.8,8.4,18.6,45.3,3.0,7.7,39.1,3.9,4.8,81.3,1.1,5.1,6.3,7.6,4.2,2.8,0.5,4.2,48.3,0,0,14.1,15-16,Manu Ginobili(15-16),SAS(15-16),107.8,93.1,14.6,23.4,1.79,23.2,2.5,10.1,6.5,13.0,53.3,57.3,22.7,99.1,11.9,3,0,0
Andrea Bargnani,BKN,30,46,11,35,49.5,23.7,9.9,21.8,45.5,0.2,1.2,18.8,3.7,4.4,82.5,2.2,5.4,7.6,1.4,2.0,0.3,0.7,4.8,35.9,0,0,-14.9,15-16,Andrea Bargnani(15-16),BKN(15-16),95.6,110.2,-14.7,5.1,0.69,5.2,4.2,11.7,7.7,7.5,46.1,50.0,22.7,97.15,7.3,0,1,1
Jimmer Fredette,SAS,27,6,1,5,46.2,23.7,5.3,13.2,40.0,2.6,5.3,50.0,10.5,13.2,80.0,0.0,0.0,0.0,2.6,5.3,2.6,0.0,5.3,30.3,0,0,-65.8,15-16,Jimmer Fredette(15-16),SAS(15-16),44.7,110.5,-65.8,50.0,0.5,10.0,0.0,0.0,0.0,20.0,50.0,62.5,22.5,103.88,6.8,2,0,0
Jordan Clarkson,LAL,24,79,17,62,49.3,23.7,9.2,21.2,43.3,2.1,6.2,34.7,3.2,3.9,80.4,1.8,4.2,6.0,3.7,2.6,1.7,0.1,3.2,39.4,1,0,-12.1,15-16,Jordan Clarkson(15-16),LAL(15-16),99.8,111.9,-12.1,13.9,1.42,12.7,3.3,8.6,5.9,8.9,48.3,51.6,22.5,97.38,8.7,1,2,2
Jusuf Nurkic,DEN,21,32,14,18,49.1,23.6,9.1,21.7,41.7,0.0,0.3,0.0,5.5,8.9,61.6,5.8,9.9,15.7,3.6,4.9,2.2,3.9,8.2,61.2,4,0,-0.6,15-16,Jusuf Nurkic(15-16),DEN(15-16),104.7,105.3,-0.6,12.3,0.73,10.5,11.3,20.0,15.5,14.4,41.7,46.0,26.6,97.83,8.5,2,1,1
Evan Fournier,ORL,23,79,33,46,49.7,23.5,8.3,18.0,46.2,3.0,7.5,40.0,3.9,4.6,83.6,0.6,3.7,4.4,4.1,2.6,1.9,0.0,4.1,38.0,0,0,-3.7,15-16,Evan Fournier(15-16),ORL(15-16),104.3,107.6,-3.3,12.8,1.61,15.6,1.3,7.7,4.4,9.7,54.6,58.7,20.0,96.86,8.7,1,2,2
Chandler Parsons,DAL,27,61,29,32,50.3,23.4,8.9,18.2,49.2,2.9,7.0,41.4,2.6,3.8,68.4,0.8,7.2,8.0,4.7,2.7,1.3,0.6,3.2,43.0,3,0,-0.1,15-16,Chandler Parsons(15-16),DAL(15-16),105.3,105.0,0.3,15.8,1.78,17.4,1.7,14.1,8.0,9.8,57.1,58.9,20.4,95.65,11.5,1,2,2
Andrew Nicholson,ORL,26,56,22,34,49.8,23.2,8.8,18.8,47.1,2.5,6.9,36.0,3.1,3.9,78.5,2.1,10.1,12.2,1.5,2.5,0.6,1.3,4.2,43.4,0,0,2.1,15-16,Andrew Nicholson(15-16),ORL(15-16),100.6,97.8,2.8,5.0,0.61,6.2,4.1,19.1,11.8,10.2,53.7,56.7,20.5,96.79,11.9,1,2,2
Jeremy Lamb,CHA,24,66,40,26,49.1,23.2,9.2,20.4,45.1,2.2,7.2,30.9,2.6,3.5,72.7,1.8,8.3,10.1,3.1,2.0,1.7,1.2,4.2,46.6,1,0,6.1,15-16,Jeremy Lamb(15-16),CHA(15-16),102.0,95.8,6.2,11.1,1.54,11.4,3.5,15.7,9.7,7.4,50.6,52.9,21.4,97.72,11.9,1,2,2
Kelly Olynyk,BOS,25,69,40,29,47.1,23.2,8.5,18.8,45.5,2.9,7.1,40.5,3.2,4.3,75.0,2.4,7.1,9.5,3.5,2.5,1.8,1.1,5.5,46.0,1,0,7.4,15-16,Kelly Olynyk(15-16),BOS(15-16),103.6,96.8,6.8,11.9,1.42,13.3,4.7,13.8,9.2,9.3,53.1,56.1,20.4,101.67,11.1,1,2,2
JaVale McGee,DAL,28,34,15,19,49.7,23.1,10.3,18.0,57.5,0.0,0.1,0.0,2.4,4.8,50.0,7.1,10.8,17.9,0.4,2.8,0.7,3.5,6.6,54.9,1,0,-7.3,15-16,JaVale McGee(15-16),DAL(15-16),96.2,102.4,-6.2,1.5,0.14,1.7,13.6,20.8,17.2,12.0,57.5,57.4,20.6,97.09,12.2,0,1,1
Gary Neal,WAS,31,40,18,22,47.9,23.1,9.0,19.3,46.5,2.4,5.9,41.0,2.8,3.3,85.5,0.7,4.3,4.9,2.8,1.7,1.2,0.1,3.3,35.2,0,0,-9.6,15-16,Gary Neal(15-16),WAS(15-16),100.4,110.2,-9.9,9.9,1.62,11.1,1.4,9.3,5.3,6.9,52.8,55.8,20.4,100.17,9.0,1,2,2
Steve Novak,MIL,33,10,8,2,42.6,23.1,7.7,17.3,44.4,6.7,14.4,46.7,1.0,1.0,100.0,0.0,4.8,4.8,0.0,1.0,0.0,0.0,2.9,27.9,0,0,6.7,15-16,Steve Novak(15-16),MIL(15-16),101.9,100.0,1.9,0.0,0.0,0.0,0.0,9.6,5.3,5.3,63.9,65.1,16.2,110.01,8.7,1,2,2
D'Angelo Russell,LAL,20,80,17,63,49.5,23.1,8.6,20.9,41.0,2.8,8.1,35.1,3.1,4.2,73.7,1.0,5.0,6.0,5.8,4.3,2.0,0.3,3.1,41.7,1,0,-12.0,15-16,D'Angelo Russell(15-16),LAL(15-16),98.4,110.1,-11.7,21.3,1.36,17.7,1.9,10.1,5.8,13.1,47.8,50.7,23.8,97.17,8.8,2,0,0
Ramon Sessions,WAS,30,82,41,41,47.5,23.1,8.0,16.9,47.3,1.0,3.2,32.4,6.1,8.1,75.6,0.7,5.1,5.8,6.8,3.3,1.3,0.1,2.9,41.3,3,0,-1.5,15-16,Ramon Sessions(15-16),WAS(15-16),101.8,103.2,-1.4,22.8,2.08,22.3,1.5,10.8,6.1,10.7,50.3,56.5,21.4,101.2,11.6,2,0,0
Nikola Mirotic,CHI,25,66,37,29,48.7,23.0,7.3,18.0,40.7,4.0,10.2,39.0,4.3,5.4,80.7,1.7,9.0,10.7,3.0,3.0,1.7,1.4,4.5,46.5,5,0,1.2,15-16,Nikola Mirotic(15-16),CHI(15-16),105.3,104.7,0.7,9.5,0.98,11.2,3.5,17.4,10.6,11.4,51.8,56.4,20.9,98.27,10.3,1,2,2
T.J. Warren,PHX,22,47,14,33,47.7,23.0,9.9,19.7,50.1,1.2,3.1,40.0,2.0,2.9,70.3,2.5,4.0,6.6,2.0,1.4,1.7,0.7,4.2,39.4,1,0,-5.0,15-16,T.J. Warren(15-16),PHX(15-16),102.6,107.3,-4.7,6.8,1.38,8.1,5.0,8.8,6.8,5.9,53.3,54.9,19.5,100.71,9.2,1,2,2
Charlie Villanueva,DAL,31,62,29,33,47.7,22.9,9.0,23.4,38.2,3.4,12.3,27.3,1.6,1.7,91.7,1.7,9.2,10.9,1.7,2.2,1.3,1.1,5.1,43.4,0,0,-6.4,15-16,Charlie Villanueva(15-16),DAL(15-16),97.2,105.2,-8.0,6.3,0.77,6.1,3.2,19.3,10.8,7.9,45.4,47.3,23.6,99.89,8.4,1,2,2
Al Horford,ATL,30,82,48,34,48.2,22.9,9.7,19.2,50.5,1.6,4.7,34.4,1.9,2.4,79.8,2.7,8.2,10.9,4.8,2.0,1.2,2.2,3.0,51.6,17,0,4.2,15-16,Al Horford(15-16),ATL(15-16),102.9,98.7,4.2,16.5,2.46,17.8,5.6,15.8,10.9,7.3,54.7,56.5,20.2,99.66,13.7,1,2,2
Kevin Martin,SAS,33,55,24,31,48.7,22.8,6.9,18.6,37.2,2.2,6.0,36.0,6.8,7.6,89.0,0.6,4.3,4.9,2.6,2.4,1.2,0.1,3.7,34.0,0,0,-5.5,15-16,Kevin Martin(15-16),SAS(15-16),101.0,106.4,-5.4,8.9,1.07,9.6,1.3,9.0,5.1,8.9,43.1,52.0,21.7,98.65,7.4,2,2,2
Thaddeus Young,BKN,28,73,21,52,49.9,22.8,10.3,20.0,51.4,0.1,0.6,23.3,2.2,3.4,64.4,3.6,10.0,13.7,2.8,2.8,2.3,0.8,3.8,49.9,28,0,-4.8,15-16,Thaddeus Young(15-16),BKN(15-16),103.4,108.0,-4.6,9.4,1.0,10.4,7.6,20.8,14.2,10.4,51.8,53.3,21.7,96.3,11.8,0,1,1
Nikola Jokic,DEN,21,80,31,49,49.7,22.8,8.8,17.2,51.2,0.8,2.4,33.3,4.4,5.4,81.1,5.2,10.9,16.1,5.4,3.0,2.3,1.4,6.0,58.3,16,0,2.7,15-16,Nikola Jokic(15-16),DEN(15-16),105.5,103.1,2.4,17.6,1.82,19.4,9.9,22.3,15.9,10.7,53.5,58.2,19.4,96.5,14.5,2,0,0
Nene,WAS,33,57,28,29,47.4,22.7,9.1,16.6,54.4,0.0,0.1,0.0,4.6,8.0,57.8,2.3,9.0,11.2,4.2,3.3,2.3,1.1,6.8,49.6,1,0,1.3,15-16,Nene(15-16),WAS(15-16),102.7,101.4,1.3,14.5,1.28,15.1,4.9,19.9,12.3,11.9,54.4,56.4,21.8,101.3,11.3,0,1,1
David Lee,DAL,33,55,27,28,48.0,22.7,9.5,17.8,53.1,0.0,0.1,0.0,3.8,4.9,76.3,5.4,10.9,16.2,4.5,3.5,1.2,1.5,6.1,53.4,4,0,-4.5,15-16,David Lee(15-16),DAL(15-16),98.4,102.4,-4.0,16.2,1.27,15.9,10.8,21.8,16.3,12.5,53.1,56.8,21.0,100.21,13.8,0,1,1
Mo Williams,CLE,33,41,27,14,50.2,22.7,8.9,20.3,43.7,2.4,6.8,35.3,2.6,2.8,90.5,0.4,4.4,4.8,6.6,3.8,0.9,0.3,4.0,38.3,0,0,-3.4,15-16,Mo Williams(15-16),CLE(15-16),98.8,102.3,-3.5,23.1,1.72,20.7,0.8,8.7,4.7,12.0,49.7,52.7,22.2,95.58,9.4,3,0,0
Mario Chalmers,MIA,30,61,38,23,49.5,22.7,6.6,16.0,41.0,1.7,5.4,30.9,7.9,9.5,83.2,0.9,4.8,5.7,8.3,4.0,3.2,0.5,6.5,48.9,0,0,2.7,15-16,Mario Chalmers(15-16),MIA(15-16),104.0,101.7,2.3,27.0,2.09,25.6,1.8,9.7,5.8,12.2,46.2,56.1,21.4,96.75,11.6,3,0,0
Markieff Morris,WAS,26,64,22,42,48.2,22.7,9.0,21.3,42.5,1.4,4.6,30.3,3.2,4.4,73.5,2.2,8.3,10.4,3.7,4.0,1.7,1.0,5.4,44.8,2,0,-2.6,15-16,Markieff Morris(15-16),WAS(15-16),102.2,104.5,-2.3,12.5,0.92,11.9,4.3,17.7,10.8,13.0,45.8,48.9,24.0,99.69,8.8,2,2,2
Eric Gordon,NOP,27,45,14,31,48.7,22.6,7.6,18.2,41.8,3.7,9.7,38.4,3.7,4.1,88.8,0.3,2.9,3.3,4.0,2.4,1.4,0.5,3.2,35.7,0,0,-2.3,15-16,Eric Gordon(15-16),NOP(15-16),103.6,105.9,-2.3,12.9,1.66,15.1,0.7,5.9,3.3,9.1,52.1,56.5,20.3,98.49,8.1,1,2,2
Jason Smith,ORL,30,76,33,43,48.7,22.5,10.1,20.7,48.5,0.2,0.7,25.0,2.2,2.8,80.6,2.2,6.8,9.0,2.6,2.3,1.4,2.7,6.7,46.9,1,0,-1.5,15-16,Jason Smith(15-16),ORL(15-16),101.9,103.0,-1.1,8.7,1.09,9.6,4.5,14.4,9.4,8.8,48.9,51.3,21.8,98.86,8.8,1,1,1
JJ Hickson,WAS,27,35,17,18,47.7,22.5,8.7,16.9,51.6,0.0,0.1,0.0,5.0,11.2,44.7,4.3,10.2,14.4,2.5,2.7,1.6,1.5,5.1,50.3,2,0,-6.4,15-16,JJ Hickson(15-16),WAS(15-16),96.7,104.0,-7.2,9.1,0.92,9.2,8.3,20.1,14.2,10.0,51.6,51.4,22.0,100.33,10.7,0,1,1
Delon Wright,TOR,24,27,19,8,49.8,22.4,7.8,17.4,45.0,1.1,2.8,38.5,5.7,7.6,74.3,1.7,6.3,8.0,6.7,3.5,1.7,0.7,1.5,45.8,0,0,2.8,15-16,Delon Wright(15-16),TOR(15-16),102.8,99.6,3.3,22.6,1.94,21.5,3.5,12.0,7.9,11.1,48.1,54.0,21.8,96.51,12.4,2,0,0
Jabari Parker,MIL,21,76,32,44,50.2,22.3,9.2,18.7,49.3,0.2,0.7,25.7,3.6,4.7,76.8,2.6,5.7,8.2,2.7,2.4,1.4,0.6,3.2,39.9,6,0,-4.0,15-16,Jabari Parker(15-16),MIL(15-16),103.9,107.7,-3.8,8.6,1.12,10.4,5.3,11.4,8.4,9.3,49.8,53.5,20.6,95.81,9.3,2,1,1
Tobias Harris,DET,23,76,37,39,50.1,22.2,8.3,17.7,46.9,1.6,4.8,33.5,4.0,4.8,83.1,1.9,8.3,10.2,3.4,2.2,1.3,0.8,3.0,43.6,12,0,0.4,15-16,Tobias Harris(15-16),DET(15-16),104.8,104.3,0.5,10.6,1.56,13.3,3.8,16.6,10.1,8.5,51.4,56.0,19.2,95.88,11.6,1,2,2
Joffrey Lauvergne,DEN,24,59,24,35,49.8,22.2,9.3,18.2,51.3,0.6,2.5,24.5,3.0,3.3,89.9,3.7,10.2,13.9,2.7,2.6,0.6,0.7,5.5,44.3,5,0,-10.6,15-16,Joffrey Lauvergne(15-16),DEN(15-16),101.0,110.8,-9.8,9.3,1.04,10.7,7.3,20.4,13.8,10.4,53.0,56.7,19.6,96.72,11.4,1,1,1
Darren Collison,SAC,28,74,29,45,47.5,22.2,8.1,16.6,48.6,1.9,4.6,40.1,4.2,4.8,85.8,0.6,3.0,3.6,6.8,2.8,1.6,0.1,3.0,39.1,4,0,-1.5,15-16,Darren Collison(15-16),SAC(15-16),105.9,107.5,-1.6,21.9,2.45,24.2,1.2,6.2,3.7,9.9,54.2,59.1,19.0,100.94,10.6,3,0,0
Avery Bradley,BOS,25,76,45,31,48.3,22.0,8.7,19.4,44.7,2.8,7.8,36.1,1.8,2.3,78.0,0.9,3.3,4.2,3.0,2.1,2.2,0.4,3.1,37.3,0,0,4.1,15-16,Avery Bradley(15-16),BOS(15-16),108.5,103.9,4.6,9.5,1.45,11.8,1.8,6.5,4.1,8.1,52.0,53.8,19.7,99.57,8.2,1,2,2
Tony Parker,SAS,34,72,59,13,50.8,22.0,9.0,18.2,49.3,0.7,1.7,41.5,3.3,4.4,76.0,0.4,4.1,4.5,9.7,3.4,1.4,0.3,2.9,43.6,3,0,10.6,15-16,Tony Parker(15-16),SAS(15-16),107.8,97.1,10.7,29.4,2.89,29.2,0.9,8.0,4.6,10.1,51.2,54.6,21.1,94.58,11.2,3,0,0
Jeremy Lin,CHA,27,78,47,31,49.2,21.9,7.2,17.5,41.2,1.8,5.4,33.6,5.7,7.0,81.5,1.0,5.1,6.1,5.6,3.6,1.4,1.0,4.0,41.3,1,0,2.0,15-16,Jeremy Lin(15-16),CHA(15-16),103.5,101.2,2.2,19.2,1.57,18.8,2.0,9.7,5.9,12.0,46.4,53.4,21.7,97.74,9.2,2,0,0
Deron Williams,DAL,32,65,31,34,50.2,21.9,7.7,18.5,41.4,2.3,6.7,34.4,4.3,4.9,86.9,0.5,4.1,4.5,9.0,3.6,1.5,0.3,3.7,42.6,4,0,0.0,15-16,Deron Williams(15-16),DAL(15-16),104.9,104.8,0.1,29.5,2.52,27.2,0.9,7.9,4.5,10.8,47.7,53.0,21.8,95.6,10.0,3,0,0
Aaron Brooks,CHI,31,69,36,33,49.3,21.8,8.4,20.9,40.1,2.9,8.2,35.7,2.2,2.8,76.6,0.9,3.6,4.5,8.0,3.6,1.3,0.4,5.9,40.9,0,0,-0.5,15-16,Aaron Brooks(15-16),CHI(15-16),102.3,102.3,0.0,26.5,2.2,23.7,1.8,6.8,4.3,10.8,47.1,49.4,22.5,97.72,7.3,3,0,0
Myles Turner,IND,20,60,32,28,48.1,21.8,9.3,18.6,49.8,0.1,0.5,21.4,3.1,4.3,72.7,2.4,9.3,11.7,1.4,2.4,0.9,3.0,5.6,47.3,4,0,-2.4,15-16,Myles Turner(15-16),IND(15-16),99.2,101.6,-2.5,5.0,0.61,5.9,4.9,18.2,11.7,9.7,50.1,53.1,20.7,99.76,10.5,0,1,1
Shelvin Mack,UTA,26,52,27,25,51.3,21.7,8.8,20.1,43.9,1.9,6.1,31.2,2.2,3.0,73.8,0.6,5.6,6.2,9.1,4.6,1.6,0.1,3.5,43.6,3,0,4.7,15-16,Shelvin Mack(15-16),UTA(15-16),105.2,100.3,4.9,29.2,1.97,25.9,1.3,11.1,6.3,13.2,48.6,50.7,22.9,93.65,10.1,3,0,0
Marcin Gortat,WAS,32,75,35,40,48.4,21.7,9.3,16.4,56.7,0.0,0.0,0.0,3.1,4.4,70.5,4.8,11.1,15.9,2.3,2.6,1.0,2.1,4.1,50.8,41,0,1.4,15-16,Marcin Gortat(15-16),WAS(15-16),105.2,103.8,1.3,7.2,0.88,9.8,9.6,22.6,16.1,11.2,56.7,59.2,18.6,99.1,13.0,0,1,1
Michael Kidd-Gilchrist,CHA,22,7,5,2,49.9,21.7,8.0,14.9,54.1,0.7,1.7,42.9,4.9,7.1,69.0,2.9,8.0,11.0,2.2,2.0,0.7,0.7,2.2,40.6,2,0,14.1,15-16,Michael Kidd-Gilchrist(15-16),CHA(15-16),110.5,96.6,13.9,6.9,1.13,10.1,5.8,14.6,10.4,9.0,56.6,60.3,17.3,96.0,11.2,2,1,1
Tony Wroten,NYK,23,8,0,8,46.7,21.7,7.1,21.0,33.8,1.0,5.5,17.6,6.5,12.0,54.1,0.6,6.1,6.8,6.5,9.4,1.0,0.0,3.6,33.1,0,0,-22.0,15-16,Tony Wroten(15-16),NYK(15-16),86.1,109.2,-23.1,27.4,0.69,15.2,1.3,13.0,6.9,22.0,36.2,41.2,32.0,102.29,2.2,2,0,0
Archie Goodwin,PHX,21,57,14,43,47.6,21.6,7.5,18.0,41.7,1.0,4.2,23.2,5.6,8.2,67.4,1.2,4.9,6.1,5.0,4.3,1.2,0.6,3.6,37.3,1,0,-8.9,15-16,Archie Goodwin(15-16),PHX(15-16),101.7,110.6,-9.0,17.4,1.18,16.2,2.3,10.4,6.2,13.8,44.4,49.8,22.7,100.87,7.2,2,0,0
Robert Covington,PHI,25,67,10,57,47.8,21.6,6.9,17.9,38.5,4.3,12.1,35.3,3.5,4.4,79.1,1.6,8.9,10.5,2.4,3.6,2.6,1.0,5.8,45.2,7,0,-7.0,15-16,Robert Covington(15-16),PHI(15-16),98.2,105.2,-7.0,8.3,0.68,9.5,3.1,18.7,10.6,13.9,50.4,54.3,20.9,100.34,9.0,1,2,2
Jae Crowder,BOS,25,73,43,30,47.9,21.5,7.5,16.9,44.3,2.5,7.5,33.6,4.1,5.0,82.0,1.5,6.3,7.7,2.8,1.7,2.6,0.7,4.1,43.3,5,0,4.5,15-16,Jae Crowder(15-16),BOS(15-16),107.4,102.6,4.8,8.7,1.63,11.9,2.8,12.5,7.5,7.3,51.8,56.5,18.1,100.43,10.3,1,2,2
Goran Dragic,MIA,30,72,44,28,49.9,21.5,8.8,18.5,47.7,1.4,4.3,31.2,2.5,3.5,72.7,1.1,4.7,5.9,8.9,3.9,1.5,0.4,4.0,43.5,5,0,4.3,15-16,Goran Dragic(15-16),MIA(15-16),106.1,102.5,3.6,27.6,2.26,27.0,2.4,9.1,5.8,11.9,51.3,53.7,21.1,95.85,10.7,3,0,0
Gerald Henderson,POR,28,72,39,33,49.2,21.5,8.0,18.2,43.9,1.7,4.7,35.3,3.9,5.0,76.7,1.0,6.2,7.3,2.6,2.3,1.3,0.7,3.0,37.7,0,0,0.9,15-16,Gerald Henderson(15-16),POR(15-16),106.0,104.7,1.3,8.4,1.1,10.1,2.0,12.1,7.1,9.2,48.4,52.6,20.1,97.71,9.3,1,2,2
Jon Leuer,PHX,27,67,22,45,47.2,21.3,8.4,17.5,48.1,1.6,4.1,38.2,2.9,3.8,76.2,2.9,11.2,14.0,2.7,2.8,1.4,1.1,4.7,47.0,10,0,-2.4,15-16,Jon Leuer(15-16),PHX(15-16),101.7,103.9,-2.2,9.0,0.96,11.0,5.8,23.0,14.3,11.4,52.6,55.5,19.5,101.86,12.6,1,2,2
Brian Roberts,POR,30,51,26,25,48.7,21.2,7.7,17.1,44.8,1.6,4.4,35.7,4.4,4.9,89.4,0.6,3.6,4.2,5.6,2.4,1.0,0.2,3.6,36.1,0,0,-6.5,15-16,Brian Roberts(15-16),POR(15-16),98.8,105.7,-7.0,20.5,2.35,20.8,1.2,7.5,4.2,8.8,49.4,55.2,18.8,98.32,9.7,3,0,0
Jordan Adams,MEM,21,2,0,2,44.4,21.2,6.1,18.2,33.3,0.0,3.0,0.0,9.1,15.2,60.0,0.0,6.1,6.1,9.1,6.1,9.1,0.0,6.1,63.3,0,0,12.1,15-16,Jordan Adams(15-16),MEM(15-16),103.0,88.2,14.8,27.3,1.5,23.1,0.0,16.7,7.1,15.4,33.3,42.7,28.6,109.64,9.2,2,0,0
Jordan Hill,IND,28,73,40,33,49.6,21.2,9.1,18.0,50.6,0.0,0.0,0.0,2.9,4.1,71.2,5.1,9.7,14.8,2.9,3.0,1.2,1.2,5.1,47.3,9,0,1.6,15-16,Jordan Hill(15-16),IND(15-16),102.6,101.2,1.3,9.6,0.95,11.1,10.0,18.6,14.3,11.7,50.6,53.4,20.1,96.62,11.8,0,1,1
Nicolas Batum,CHA,27,70,41,29,49.5,21.1,7.5,17.6,42.6,2.8,8.1,34.8,3.3,3.9,84.9,1.1,7.5,8.6,8.1,4.1,1.3,0.9,2.3,46.1,11,2,4.3,15-16,Nicolas Batum(15-16),CHA(15-16),107.5,103.5,4.0,26.2,1.97,26.0,2.2,14.8,8.6,13.2,50.6,54.6,20.9,96.9,11.6,3,0,0
Willie Reed,BKN,26,39,8,31,49.4,21.1,8.8,15.4,57.1,0.0,0.0,0.0,3.5,6.4,54.5,5.7,8.5,14.2,1.2,1.9,0.7,3.5,5.5,50.6,0,0,-9.3,15-16,Willie Reed(15-16),BKN(15-16),97.2,104.4,-7.2,3.9,0.63,5.4,11.3,17.4,14.3,8.7,57.1,57.9,17.5,98.06,11.4,0,1,1
James Michael McAdoo,GSW,23,41,37,4,47.1,21.1,8.1,15.1,53.6,0.2,0.4,50.0,4.7,8.8,53.1,5.4,5.0,10.5,3.1,2.9,1.8,1.4,7.0,45.1,0,0,-15.9,15-16,James Michael McAdoo(15-16),GSW(15-16),97.3,114.4,-17.1,11.0,1.06,12.1,10.7,11.5,11.1,11.4,54.2,55.4,19.4,101.31,7.4,0,1,1
Jeff Green,LAC,29,80,48,32,50.5,21.1,7.9,18.5,43.0,1.5,4.8,31.5,3.7,4.9,74.5,1.7,5.8,7.4,3.1,2.1,1.3,0.9,3.7,39.2,1,0,-0.9,15-16,Jeff Green(15-16),LAC(15-16),103.7,104.8,-1.0,10.2,1.48,12.0,3.3,11.6,7.5,8.1,47.0,51.0,20.4,94.91,8.7,1,2,2
Jared Sullinger,BOS,24,81,47,34,48.3,21.1,8.9,20.4,43.5,0.7,2.6,28.2,2.6,4.1,64.0,4.9,12.1,17.0,4.7,2.6,1.9,1.2,5.3,55.2,25,0,5.4,15-16,Jared Sullinger(15-16),BOS(15-16),107.4,102.1,5.3,14.8,1.83,16.0,9.4,24.3,16.7,8.7,45.3,47.6,21.6,99.25,12.2,1,2,2
Ish Smith,PHI,27,77,16,61,48.3,21.0,8.6,20.9,41.1,1.2,3.7,32.9,2.6,3.8,69.3,0.9,5.7,6.6,10.8,3.8,1.9,0.5,2.9,48.6,12,0,-7.4,15-16,Ish Smith(15-16),PHI(15-16),101.7,108.9,-7.3,37.0,2.87,29.2,1.8,11.4,6.5,10.2,44.0,46.5,23.5,99.41,10.9,3,0,0
Dwight Howard,HOU,30,71,34,37,49.0,21.0,8.0,12.9,62.0,0.0,0.1,0.0,5.0,10.2,48.9,5.1,12.8,17.9,2.1,3.6,1.5,2.4,4.7,53.8,38,0,0.4,15-16,Dwight Howard(15-16),HOU(15-16),106.5,105.6,0.9,7.1,0.59,9.1,10.3,26.1,18.2,15.5,62.0,60.4,18.4,98.27,12.8,0,1,1
Cory Jefferson,PHX,25,8,2,6,47.7,21.0,8.6,21.0,40.9,0.0,1.0,0.0,3.8,5.7,66.7,5.7,9.5,15.2,0.0,0.0,0.0,1.0,7.6,42.1,0,0,-5.7,15-16,Cory Jefferson(15-16),PHX(15-16),98.1,104.8,-6.7,0.0,0.0,0.0,10.3,18.5,14.3,0.0,40.9,44.6,20.3,100.19,7.0,0,1,1
Terrence Ross,TOR,25,73,53,20,50.7,20.9,7.8,18.2,43.1,3.8,9.8,38.6,1.4,1.8,79.0,0.6,4.8,5.4,1.6,1.3,1.6,0.7,3.5,35.3,1,0,7.0,15-16,Terrence Ross(15-16),TOR(15-16),107.2,101.2,6.0,5.3,1.22,7.4,1.2,9.2,5.2,6.1,53.6,55.1,17.8,94.21,8.2,1,2,2
Isaiah Canaan,PHI,25,77,10,67,48.3,20.8,6.4,17.8,36.0,4.3,11.9,36.3,3.7,4.4,83.3,0.5,3.8,4.3,3.4,2.2,1.4,0.3,3.3,33.8,0,0,-11.9,15-16,Isaiah Canaan(15-16),PHI(15-16),95.9,108.2,-12.3,12.0,1.51,13.6,0.9,7.9,4.2,9.0,48.2,52.8,19.1,99.13,7.1,1,2,2
